label,text,text_proc
pants-fire,"Already, the mayor of Green Bay is having ribbon-cutting after ribbon-cutting for economic development around the new VA center.",already mayor green bay ribbon cutting ribbon cutting economic development around new va center
true,"(Bill) McCollum also voted for numerous amendments to weaken the legislation, even voting to make trains less accessible to those in wheelchairs.",bill mccollum also voted numerous amendments weaken legislation even voting make trains less accessible wheelchairs
mostly-true,"People want the minimum wage, they want marriage equality, they want womens health care. Theres issues that actually that really do matter, social issues that matter to the people of this state. So I know Barbara would support those issues, I know the governor hasnt. Youve seen the actions hes taken on them.",people want minimum wage want marriage equality want womens health care theres issues actually really matter social issues matter people state know barbara would support issues know governor hasnt youve seen actions hes taken
pants-fire,Dubious taxpayer-funded stimulus spending -- Part II.,dubious taxpayer funded stimulus spending part ii
pants-fire,"Phil Puckett voted no on sending the EPA a message that theyve gone too far not once, but twice.",phil puckett voted sending epa message theyve gone far twice
half-true,"A recent study revealed that, across the nation, taxes would have to be increased by an average of $1,300 a year just to support the currently unsustainable public employee pension systems. In Florida, that dollar figure translates to $813 a year.",recent study revealed across nation taxes would increased average num_token year support currently unsustainable public employee pension systems florida dollar figure translates num_token year
barely-true,"Obama voted to raise taxes on people making just $42,000.",obama voted raise taxes people making num_token
mostly-true,AIG has fully repaid the federal government plus a profit of more than $22 billion.,aig fully repaid federal government plus profit num_token billion
barely-true,The financial regulatory bill will kill jobs.,financial regulatory bill kill jobs
true,"Says McCain once said that on ""the most important issues of our day, I've been totally in agreement and support of President Bush.""",says mccain said important issues day totally agreement support president bush
true,Says Barack Obama said when he was running for office four years ago that he would halve the annual deficit by the end of his first term. That simply has not happened.,says barack obama said running office four years ago would halve annual deficit end first term simply happened
true,"Says if we raise the number of third-graders who read at a third-grade level, we affect everything, from graduation rates to incarceration rates.",says raise number third graders read third grade level affect everything graduation rates incarceration rates
